from,to,move,from_x,from_y,to_x,to_y
158,203,0.0,-82.121,42.352,-81.8886375,43.1334802
158,204,0.0,-82.121,42.352,-82.0466111,42.5425792
158,208,0.0,-82.121,42.352,-82.265016,42.1943169
158,209,0.0,-82.121,42.352,-82.265016,42.1943169
158,210,1.0,-82.121,42.352,-82.121,42.352
158,217,0.0,-82.121,42.352,-81.727894,42.961159
158,218,0.0,-82.121,42.352,-82.81,42.191
158,220,0.0,-82.121,42.352,-82.27,42.504
158,221,0.0,-82.121,42.352,-82.8495114009887,42.1550829289583
158,224,0.0,-82.121,42.352,-82.8744109,42.0125
158,227,0.0,-82.121,42.352,-82.5429226999999,42.2796218
158,229,0.0,-82.121,42.352,-82.202293792195,42.208005923316
158,233,0.0,-82.121,42.352,-82.02441,43.15
158,236,0.0,-82.121,42.352,-82.186,42.273
158,237,0.0,-82.121,42.352,-81.9785776,43.1763889
158,238,0.0,-82.121,42.352,-82.4599972703613,42.2312844987133
158,245,0.0,-82.121,42.352,-82.1199644,42.3503825
158,246,0.0,-82.121,42.352,-83.0428326274779,42.0813135783287
158,252,0.0,-82.121,42.352,-82.121,42.352
158,253,0.0,-82.121,42.352,-81.72043,42.4538532
158,258,0.0,-82.121,42.352,-81.903835,42.9235182
158,259,0.0,-82.121,42.352,-81.656121,43.4238398
159,152,0.0,-81.639,43.492,-81.747883,42.9909158
159,153,0.0,-81.639,43.492,-81.673821,43.0234011
159,157,0.0,-81.639,43.492,-82.658383,42.2478004
159,158,0.0,-81.639,43.492,-82.121,42.352
159,159,0.0,-81.639,43.492,-81.639,43.492
159,160,0.0,-81.639,43.492,-81.7032851,43.1176554
159,163,0.0,-81.639,43.492,-81.963222,43.0959662
159,164,0.0,-81.639,43.492,-80.554788,42.5861614
159,165,0.0,-81.639,43.492,-82.71,42.173
159,166,0.0,-81.639,43.492,-82.71,42.173
159,170,0.0,-81.639,43.492,-80.586241,42.5876363
159,175,0.0,-81.639,43.492,-82.3893,42.4994721
159,176,0.0,-81.639,43.492,-80.851883,42.6708456
159,177,0.0,-81.639,43.492,-82.0290898,42.361376
159,182,0.0,-81.639,43.492,-80.554322,42.5857865
159,183,0.0,-81.639,43.492,-82.121,42.352
159,186,0.0,-81.639,43.492,-81.740689,42.521339
159,187,0.0,-81.639,43.492,-82.694882,42.1441272
159,188,0.0,-81.639,43.492,-81.645,43.307
159,190,0.0,-81.639,43.492,-82.4924805978698,42.2709973107996
159,191,0.0,-81.639,43.492,-81.703,43.384
159,200,0.0,-81.639,43.492,-82.972663,42.0311969
159,203,0.0,-81.639,43.492,-81.8886375,43.1334802
159,204,0.0,-81.639,43.492,-82.0466111,42.5425792
159,208,0.0,-81.639,43.492,-82.265016,42.1943169
159,209,0.0,-81.639,43.492,-82.265016,42.1943169
159,210,0.0,-81.639,43.492,-82.121,42.352
159,217,0.0,-81.639,43.492,-81.727894,42.961159
159,218,0.0,-81.639,43.492,-82.81,42.191
159,220,0.0,-81.639,43.492,-82.27,42.504
159,221,0.0,-81.639,43.492,-82.8495114009887,42.1550829289583
159,224,0.0,-81.639,43.492,-82.8744109,42.0125
159,227,0.0,-81.639,43.492,-82.5429226999999,42.2796218
159,229,0.0,-81.639,43.492,-82.202293792195,42.208005923316
159,233,0.0,-81.639,43.492,-82.02441,43.15
159,236,0.0,-81.639,43.492,-82.186,42.273
159,237,0.0,-81.639,43.492,-81.9785776,43.1763889
159,238,0.0,-81.639,43.492,-82.4599972703613,42.2312844987133
159,245,0.0,-81.639,43.492,-82.1199644,42.3503825
159,246,0.0,-81.639,43.492,-83.0428326274779,42.0813135783287
159,252,0.0,-81.639,43.492,-82.121,42.352
159,253,0.0,-81.639,43.492,-81.72043,42.4538532
159,258,0.0,-81.639,43.492,-81.903835,42.9235182
159,259,1.0,-81.639,43.492,-81.656121,43.4238398
160,152,0.0,-81.7032851,43.1176554,-81.747883,42.9909158
160,153,0.0,-81.7032851,43.1176554,-81.673821,43.0234011
160,157,0.0,-81.7032851,43.1176554,-82.658383,42.2478004
160,158,0.0,-81.7032851,43.1176554,-82.121,42.352
160,159,0.0,-81.7032851,43.1176554,-81.639,43.492
160,160,0.0,-81.7032851,43.1176554,-81.7032851,43.1176554
160,163,0.0,-81.7032851,43.1176554,-81.963222,43.0959662
160,164,0.0,-81.7032851,43.1176554,-80.554788,42.5861614
160,165,0.0,-81.7032851,43.1176554,-82.71,42.173
160,166,0.0,-81.7032851,43.1176554,-82.71,42.173
160,170,0.0,-81.7032851,43.1176554,-80.586241,42.5876363
160,175,0.0,-81.7032851,43.1176554,-82.3893,42.4994721
160,176,0.0,-81.7032851,43.1176554,-80.851883,42.6708456
160,177,0.0,-81.7032851,43.1176554,-82.0290898,42.361376
160,182,0.0,-81.7032851,43.1176554,-80.554322,42.5857865
160,183,0.0,-81.7032851,43.1176554,-82.121,42.352
160,186,0.0,-81.7032851,43.1176554,-81.740689,42.521339
160,187,0.0,-81.7032851,43.1176554,-82.694882,42.1441272
160,188,0.0,-81.7032851,43.1176554,-81.645,43.307
160,190,0.0,-81.7032851,43.1176554,-82.4924805978698,42.2709973107996
160,191,0.0,-81.7032851,43.1176554,-81.703,43.384
160,200,0.0,-81.7032851,43.1176554,-82.972663,42.0311969
160,203,1.0,-81.7032851,43.1176554,-81.8886375,43.1334802
160,204,0.0,-81.7032851,43.1176554,-82.0466111,42.5425792
160,208,0.0,-81.7032851,43.1176554,-82.265016,42.1943169
160,209,0.0,-81.7032851,43.1176554,-82.265016,42.1943169
160,210,0.0,-81.7032851,43.1176554,-82.121,42.352
160,217,0.0,-81.7032851,43.1176554,-81.727894,42.961159
160,218,0.0,-81.7032851,43.1176554,-82.81,42.191
160,220,0.0,-81.7032851,43.1176554,-82.27,42.504
160,221,0.0,-81.7032851,43.1176554,-82.8495114009887,42.1550829289583
160,224,0.0,-81.7032851,43.1176554,-82.8744109,42.0125
160,227,0.0,-81.7032851,43.1176554,-82.5429226999999,42.2796218
160,229,0.0,-81.7032851,43.1176554,-82.202293792195,42.208005923316
160,233,0.0,-81.7032851,43.1176554,-82.02441,43.15
160,236,0.0,-81.7032851,43.1176554,-82.186,42.273
160,237,0.0,-81.7032851,43.1176554,-81.9785776,43.1763889
160,238,0.0,-81.7032851,43.1176554,-82.4599972703613,42.2312844987133
160,245,0.0,-81.7032851,43.1176554,-82.1199644,42.3503825
160,246,0.0,-81.7032851,43.1176554,-83.0428326274779,42.0813135783287
160,252,0.0,-81.7032851,43.1176554,-82.121,42.352
160,253,0.0,-81.7032851,43.1176554,-81.72043,42.4538532
160,258,0.0,-81.7032851,43.1176554,-81.903835,42.9235182
160,259,0.0,-81.7032851,43.1176554,-81.656121,43.4238398
163,152,0.0,-81.963222,43.0959662,-81.747883,42.9909158
163,153,0.0,-81.963222,43.0959662,-81.673821,43.0234011
163,157,0.0,-81.963222,43.0959662,-82.658383,42.2478004
163,158,0.0,-81.963222,43.0959662,-82.121,42.352
163,159,0.0,-81.963222,43.0959662,-81.639,43.492
163,160,0.0,-81.963222,43.0959662,-81.7032851,43.1176554
163,163,0.0,-81.963222,43.0959662,-81.963222,43.0959662
163,164,0.0,-81.963222,43.0959662,-80.554788,42.5861614
163,165,0.0,-81.963222,43.0959662,-82.71,42.173
163,166,0.0,-81.963222,43.0959662,-82.71,42.173
163,170,0.0,-81.963222,43.0959662,-80.586241,42.5876363
163,175,0.0,-81.963222,43.0959662,-82.3893,42.4994721
163,176,0.0,-81.963222,43.0959662,-80.851883,42.6708456
163,177,0.0,-81.963222,43.0959662,-82.0290898,42.361376
163,182,0.0,-81.963222,43.0959662,-80.554322,42.5857865
163,183,0.0,-81.963222,43.0959662,-82.121,42.352
163,186,0.0,-81.963222,43.0959662,-81.740689,42.521339
163,187,0.0,-81.963222,43.0959662,-82.694882,42.1441272
163,188,0.0,-81.963222,43.0959662,-81.645,43.307
163,190,0.0,-81.963222,43.0959662,-82.4924805978698,42.2709973107996
163,191,0.0,-81.963222,43.0959662,-81.703,43.384
163,200,0.0,-81.963222,43.0959662,-82.972663,42.0311969
163,203,0.0,-81.963222,43.0959662,-81.8886375,43.1334802
163,204,0.0,-81.963222,43.0959662,-82.0466111,42.5425792
163,208,0.0,-81.963222,43.0959662,-82.265016,42.1943169
163,209,0.0,-81.963222,43.0959662,-82.265016,42.1943169
163,210,0.0,-81.963222,43.0959662,-82.121,42.352
163,217,0.0,-81.963222,43.0959662,-81.727894,42.961159
163,218,0.0,-81.963222,43.0959662,-82.81,42.191
163,220,0.0,-81.963222,43.0959662,-82.27,42.504
163,221,0.0,-81.963222,43.0959662,-82.8495114009887,42.1550829289583
163,224,0.0,-81.963222,43.0959662,-82.8744109,42.0125
163,227,0.0,-81.963222,43.0959662,-82.5429226999999,42.2796218
163,229,0.0,-81.963222,43.0959662,-82.202293792195,42.208005923316
163,233,0.0,-81.963222,43.0959662,-82.02441,43.15
163,236,0.0,-81.963222,43.0959662,-82.186,42.273
163,237,0.0,-81.963222,43.0959662,-81.9785776,43.1763889
163,238,0.0,-81.963222,43.0959662,-82.4599972703613,42.2312844987133
163,245,0.0,-81.963222,43.0959662,-82.1199644,42.3503825
163,246,0.0,-81.963222,43.0959662,-83.0428326274779,42.0813135783287
163,252,0.0,-81.963222,43.0959662,-82.121,42.352
163,253,0.0,-81.963222,43.0959662,-81.72043,42.4538532
163,258,1.0,-81.963222,43.0959662,-81.903835,42.9235182
163,259,0.0,-81.963222,43.0959662,-81.656121,43.4238398
164,152,0.0,-80.554788,42.5861614,-81.747883,42.9909158
164,153,0.0,-80.554788,42.5861614,-81.673821,43.0234011
164,157,0.0,-80.554788,42.5861614,-82.658383,42.2478004
164,158,0.0,-80.554788,42.5861614,-82.121,42.352
164,159,0.0,-80.554788,42.5861614,-81.639,43.492
164,160,0.0,-80.554788,42.5861614,-81.7032851,43.1176554
164,163,0.0,-80.554788,42.5861614,-81.963222,43.0959662
164,164,0.0,-80.554788,42.5861614,-80.554788,42.5861614
164,165,0.0,-80.554788,42.5861614,-82.71,42.173
164,166,0.0,-80.554788,42.5861614,-82.71,42.173
164,170,1.0,-80.554788,42.5861614,-80.586241,42.5876363
164,175,0.0,-80.554788,42.5861614,-82.3893,42.4994721
164,176,0.0,-80.554788,42.5861614,-80.851883,42.6708456
164,177,0.0,-80.554788,42.5861614,-82.0290898,42.361376
164,182,0.0,-80.554788,42.5861614,-80.554322,42.5857865
164,183,0.0,-80.554788,42.5861614,-82.121,42.352
164,186,0.0,-80.554788,42.5861614,-81.740689,42.521339
164,187,0.0,-80.554788,42.5861614,-82.694882,42.1441272
164,188,0.0,-80.554788,42.5861614,-81.645,43.307
164,190,0.0,-80.554788,42.5861614,-82.4924805978698,42.2709973107996
164,191,0.0,-80.554788,42.5861614,-81.703,43.384
164,200,0.0,-80.554788,42.5861614,-82.972663,42.0311969
164,203,0.0,-80.554788,42.5861614,-81.8886375,43.1334802
164,204,0.0,-80.554788,42.5861614,-82.0466111,42.5425792
164,208,0.0,-80.554788,42.5861614,-82.265016,42.1943169
164,209,0.0,-80.554788,42.5861614,-82.265016,42.1943169
164,210,0.0,-80.554788,42.5861614,-82.121,42.352
164,217,0.0,-80.554788,42.5861614,-81.727894,42.961159
164,218,0.0,-80.554788,42.5861614,-82.81,42.191
164,220,0.0,-80.554788,42.5861614,-82.27,42.504
164,221,0.0,-80.554788,42.5861614,-82.8495114009887,42.1550829289583
164,224,0.0,-80.554788,42.5861614,-82.8744109,42.0125
164,227,0.0,-80.554788,42.5861614,-82.5429226999999,42.2796218
164,229,0.0,-80.554788,42.5861614,-82.202293792195,42.208005923316
164,233,0.0,-80.554788,42.5861614,-82.02441,43.15
164,236,0.0,-80.554788,42.5861614,-82.186,42.273
164,237,0.0,-80.554788,42.5861614,-81.9785776,43.1763889
164,238,0.0,-80.554788,42.5861614,-82.4599972703613,42.2312844987133
164,245,0.0,-80.554788,42.5861614,-82.1199644,42.3503825
164,246,0.0,-80.554788,42.5861614,-83.0428326274779,42.0813135783287
164,252,0.0,-80.554788,42.5861614,-82.121,42.352
164,253,0.0,-80.554788,42.5861614,-81.72043,42.4538532
164,258,0.0,-80.554788,42.5861614,-81.903835,42.9235182
164,259,0.0,-80.554788,42.5861614,-81.656121,43.4238398
165,152,0.0,-82.71,42.173,-81.747883,42.9909158
165,153,0.0,-82.71,42.173,-81.673821,43.0234011
165,157,0.0,-82.71,42.173,-82.658383,42.2478004
165,158,0.0,-82.71,42.173,-82.121,42.352
165,159,0.0,-82.71,42.173,-81.639,43.492
165,160,0.0,-82.71,42.173,-81.7032851,43.1176554
165,163,0.0,-82.71,42.173,-81.963222,43.0959662
165,164,0.0,-82.71,42.173,-80.554788,42.5861614
165,165,0.0,-82.71,42.173,-82.71,42.173
165,166,0.0,-82.71,42.173,-82.71,42.173
165,170,0.0,-82.71,42.173,-80.586241,42.5876363
165,175,0.0,-82.71,42.173,-82.3893,42.4994721
165,176,0.0,-82.71,42.173,-80.851883,42.6708456
165,177,0.0,-82.71,42.173,-82.0290898,42.361376
165,182,0.0,-82.71,42.173,-80.554322,42.5857865
165,183,0.0,-82.71,42.173,-82.121,42.352
165,186,0.0,-82.71,42.173,-81.740689,42.521339
165,187,1.0,-82.71,42.173,-82.694882,42.1441272
165,188,0.0,-82.71,42.173,-81.645,43.307
165,190,0.0,-82.71,42.173,-82.4924805978698,42.2709973107996
165,191,0.0,-82.71,42.173,-81.703,43.384
165,200,0.0,-82.71,42.173,-82.972663,42.0311969
165,203,0.0,-82.71,42.173,-81.8886375,43.1334802
165,204,0.0,-82.71,42.173,-82.0466111,42.5425792
165,208,0.0,-82.71,42.173,-82.265016,42.1943169
165,209,0.0,-82.71,42.173,-82.265016,42.1943169
165,210,0.0,-82.71,42.173,-82.121,42.352
165,217,0.0,-82.71,42.173,-81.727894,42.961159
165,218,0.0,-82.71,42.173,-82.81,42.191
165,220,0.0,-82.71,42.173,-82.27,42.504
165,221,0.0,-82.71,42.173,-82.8495114009887,42.1550829289583
165,224,0.0,-82.71,42.173,-82.8744109,42.0125
165,227,0.0,-82.71,42.173,-82.5429226999999,42.2796218
165,229,0.0,-82.71,42.173,-82.202293792195,42.208005923316
165,233,0.0,-82.71,42.173,-82.02441,43.15
165,236,0.0,-82.71,42.173,-82.186,42.273
165,237,0.0,-82.71,42.173,-81.9785776,43.1763889
165,238,0.0,-82.71,42.173,-82.4599972703613,42.2312844987133
165,245,0.0,-82.71,42.173,-82.1199644,42.3503825
165,246,0.0,-82.71,42.173,-83.0428326274779,42.0813135783287
165,252,0.0,-82.71,42.173,-82.121,42.352
165,253,0.0,-82.71,42.173,-81.72043,42.4538532
165,258,0.0,-82.71,42.173,-81.903835,42.9235182
165,259,0.0,-82.71,42.173,-81.656121,43.4238398
166,152,0.0,-82.71,42.173,-81.747883,42.9909158
166,153,0.0,-82.71,42.173,-81.673821,43.0234011
166,157,0.0,-82.71,42.173,-82.658383,42.2478004
166,158,0.0,-82.71,42.173,-82.121,42.352
166,159,0.0,-82.71,42.173,-81.639,43.492
166,160,0.0,-82.71,42.173,-81.7032851,43.1176554
166,163,0.0,-82.71,42.173,-81.963222,43.0959662
166,164,0.0,-82.71,42.173,-80.554788,42.5861614
166,165,1.0,-82.71,42.173,-82.71,42.173
166,166,0.0,-82.71,42.173,-82.71,42.173
166,170,0.0,-82.71,42.173,-80.586241,42.5876363
166,175,0.0,-82.71,42.173,-82.3893,42.4994721
166,176,0.0,-82.71,42.173,-80.851883,42.6708456
166,177,0.0,-82.71,42.173,-82.0290898,42.361376
166,182,0.0,-82.71,42.173,-80.554322,42.5857865
166,183,0.0,-82.71,42.173,-82.121,42.352
166,186,0.0,-82.71,42.173,-81.740689,42.521339
166,187,0.0,-82.71,42.173,-82.694882,42.1441272
166,188,0.0,-82.71,42.173,-81.645,43.307
166,190,0.0,-82.71,42.173,-82.4924805978698,42.2709973107996
166,191,0.0,-82.71,42.173,-81.703,43.384
166,200,0.0,-82.71,42.173,-82.972663,42.0311969
166,203,0.0,-82.71,42.173,-81.8886375,43.1334802
166,204,0.0,-82.71,42.173,-82.0466111,42.5425792
166,208,0.0,-82.71,42.173,-82.265016,42.1943169
166,209,0.0,-82.71,42.173,-82.265016,42.1943169
166,210,0.0,-82.71,42.173,-82.121,42.352
166,217,0.0,-82.71,42.173,-81.727894,42.961159
166,218,0.0,-82.71,42.173,-82.81,42.191
166,220,0.0,-82.71,42.173,-82.27,42.504
166,221,0.0,-82.71,42.173,-82.8495114009887,42.1550829289583
166,224,0.0,-82.71,42.173,-82.8744109,42.0125
166,227,0.0,-82.71,42.173,-82.5429226999999,42.2796218
166,229,0.0,-82.71,42.173,-82.202293792195,42.208005923316
166,233,0.0,-82.71,42.173,-82.02441,43.15
166,236,0.0,-82.71,42.173,-82.186,42.273
166,237,0.0,-82.71,42.173,-81.9785776,43.1763889
166,238,0.0,-82.71,42.173,-82.4599972703613,42.2312844987133
166,245,0.0,-82.71,42.173,-82.1199644,42.3503825
166,246,0.0,-82.71,42.173,-83.0428326274779,42.0813135783287
166,252,0.0,-82.71,42.173,-82.121,42.352
166,253,0.0,-82.71,42.173,-81.72043,42.4538532
166,258,0.0,-82.71,42.173,-81.903835,42.9235182
166,259,0.0,-82.71,42.173,-81.656121,43.4238398
170,152,0.0,-80.586241,42.5876363,-81.747883,42.9909158
170,153,0.0,-80.586241,42.5876363,-81.673821,43.0234011
170,157,0.0,-80.586241,42.5876363,-82.658383,42.2478004
170,158,0.0,-80.586241,42.5876363,-82.121,42.352
170,159,0.0,-80.586241,42.5876363,-81.639,43.492
170,160,0.0,-80.586241,42.5876363,-81.7032851,43.1176554
170,163,0.0,-80.586241,42.5876363,-81.963222,43.0959662
170,164,0.0,-80.586241,42.5876363,-80.554788,42.5861614
170,165,0.0,-80.586241,42.5876363,-82.71,42.173
170,166,0.0,-80.586241,42.5876363,-82.71,42.173
170,170,0.0,-80.586241,42.5876363,-80.586241,42.5876363
170,175,0.0,-80.586241,42.5876363,-82.3893,42.4994721
170,176,1.0,-80.586241,42.5876363,-80.851883,42.6708456
