wind_farm,fac_id,deliv,prov
60,"(4, 3) NB",1.0,NB
61,"(1, 1) NB",0.0,NB
61,"(1, 2) NB",0.0,NB
61,"(1, 3) NB",0.0,NB
61,"(2, 1) NB",0.0,NB
61,"(2, 2) NB",0.0,NB
61,"(2, 3) NB",0.0,NB
61,"(3, 1) NB",0.0,NB
61,"(3, 2) NB",0.0,NB
61,"(3, 3) NB",0.0,NB
61,"(4, 1) NB",0.0,NB
61,"(4, 2) NB",0.0,NB
61,"(4, 3) NB",1.0,NB
62,"(1, 1) NB",0.0,NB
62,"(1, 2) NB",0.0,NB
62,"(1, 3) NB",0.0,NB
62,"(2, 1) NB",0.0,NB
62,"(2, 2) NB",0.0,NB
62,"(2, 3) NB",0.0,NB
62,"(3, 1) NB",0.0,NB
62,"(3, 2) NB",0.0,NB
62,"(3, 3) NB",0.0,NB
62,"(4, 1) NB",0.0,NB
62,"(4, 2) NB",0.0,NB
62,"(4, 3) NB",1.0,NB
63,"(1, 1) NB",0.0,NB
63,"(1, 2) NB",0.0,NB
63,"(1, 3) NB",0.0,NB
63,"(2, 1) NB",0.0,NB
63,"(2, 2) NB",0.0,NB
63,"(2, 3) NB",0.0,NB
63,"(3, 1) NB",0.0,NB
63,"(3, 2) NB",0.0,NB
63,"(3, 3) NB",0.0,NB
63,"(4, 1) NB",0.0,NB
63,"(4, 2) NB",0.0,NB
63,"(4, 3) NB",1.0,NB
64,"(1, 1) NB",0.0,NB
64,"(1, 2) NB",0.0,NB
64,"(1, 3) NB",0.0,NB
64,"(2, 1) NB",0.0,NB
64,"(2, 2) NB",0.0,NB
64,"(2, 3) NB",0.0,NB
64,"(3, 1) NB",0.0,NB
64,"(3, 2) NB",0.0,NB
64,"(3, 3) NB",0.0,NB
64,"(4, 1) NB",0.0,NB
64,"(4, 2) NB",0.0,NB
64,"(4, 3) NB",1.0,NB
65,"(1, 1) NF",0.0,NF
65,"(1, 2) NF",0.0,NF
65,"(1, 3) NF",1.0,NF
65,"(2, 1) NF",0.0,NF
65,"(2, 2) NF",0.0,NF
65,"(2, 3) NF",0.0,NF
65,"(3, 1) NF",0.0,NF
65,"(3, 2) NF",0.0,NF
65,"(3, 3) NF",0.0,NF
65,"(4, 1) NF",0.0,NF
65,"(4, 2) NF",0.0,NF
65,"(4, 3) NF",0.0,NF
66,"(1, 1) NF",0.0,NF
66,"(1, 2) NF",0.0,NF
66,"(1, 3) NF",1.0,NF
66,"(2, 1) NF",0.0,NF
66,"(2, 2) NF",0.0,NF
66,"(2, 3) NF",0.0,NF
66,"(3, 1) NF",0.0,NF
66,"(3, 2) NF",0.0,NF
66,"(3, 3) NF",0.0,NF
66,"(4, 1) NF",0.0,NF
66,"(4, 2) NF",0.0,NF
66,"(4, 3) NF",0.0,NF
67,"(1, 1) NF",0.0,NF
67,"(1, 2) NF",0.0,NF
67,"(1, 3) NF",1.0,NF
67,"(2, 1) NF",0.0,NF
67,"(2, 2) NF",0.0,NF
67,"(2, 3) NF",0.0,NF
67,"(3, 1) NF",0.0,NF
67,"(3, 2) NF",0.0,NF
67,"(3, 3) NF",0.0,NF
67,"(4, 1) NF",0.0,NF
67,"(4, 2) NF",0.0,NF
67,"(4, 3) NF",0.0,NF
68,"(1, 1) NF",0.0,NF
68,"(1, 2) NF",0.0,NF
68,"(1, 3) NF",1.0,NF
68,"(2, 1) NF",0.0,NF
68,"(2, 2) NF",0.0,NF
68,"(2, 3) NF",0.0,NF
68,"(3, 1) NF",0.0,NF
68,"(3, 2) NF",0.0,NF
68,"(3, 3) NF",0.0,NF
68,"(4, 1) NF",0.0,NF
68,"(4, 2) NF",0.0,NF
68,"(4, 3) NF",0.0,NF
69,"(1, 1) NS",0.0,NS
69,"(1, 2) NS",0.0,NS
69,"(1, 3) NS",1.0,NS
69,"(2, 1) NS",0.0,NS
69,"(2, 2) NS",0.0,NS
69,"(2, 3) NS",0.0,NS
69,"(3, 1) NS",0.0,NS
69,"(3, 2) NS",0.0,NS
69,"(3, 3) NS",0.0,NS
69,"(4, 1) NS",0.0,NS
69,"(4, 2) NS",0.0,NS
69,"(4, 3) NS",0.0,NS
70,"(1, 1) NS",0.0,NS
70,"(1, 2) NS",0.0,NS
70,"(1, 3) NS",1.0,NS
70,"(2, 1) NS",0.0,NS
70,"(2, 2) NS",0.0,NS
70,"(2, 3) NS",0.0,NS
70,"(3, 1) NS",0.0,NS
70,"(3, 2) NS",0.0,NS
70,"(3, 3) NS",0.0,NS
70,"(4, 1) NS",0.0,NS
70,"(4, 2) NS",0.0,NS
70,"(4, 3) NS",0.0,NS
71,"(1, 1) NS",0.0,NS
71,"(1, 2) NS",0.0,NS
71,"(1, 3) NS",1.0,NS
71,"(2, 1) NS",0.0,NS
71,"(2, 2) NS",0.0,NS
71,"(2, 3) NS",0.0,NS
71,"(3, 1) NS",0.0,NS
71,"(3, 2) NS",0.0,NS
71,"(3, 3) NS",0.0,NS
71,"(4, 1) NS",0.0,NS
71,"(4, 2) NS",0.0,NS
71,"(4, 3) NS",0.0,NS
72,"(1, 1) NS",0.0,NS
72,"(1, 2) NS",0.0,NS
72,"(1, 3) NS",1.0,NS
72,"(2, 1) NS",0.0,NS
72,"(2, 2) NS",0.0,NS
72,"(2, 3) NS",0.0,NS
72,"(3, 1) NS",0.0,NS
72,"(3, 2) NS",0.0,NS
72,"(3, 3) NS",0.0,NS
72,"(4, 1) NS",0.0,NS
72,"(4, 2) NS",0.0,NS
72,"(4, 3) NS",0.0,NS
73,"(1, 1) NS",0.0,NS
73,"(1, 2) NS",0.0,NS
73,"(1, 3) NS",0.0,NS
73,"(2, 1) NS",0.0,NS
73,"(2, 2) NS",0.0,NS
73,"(2, 3) NS",0.0,NS
73,"(3, 1) NS",0.0,NS
73,"(3, 2) NS",0.0,NS
73,"(3, 3) NS",0.0,NS
73,"(4, 1) NS",0.0,NS
73,"(4, 2) NS",0.0,NS
73,"(4, 3) NS",1.0,NS
74,"(1, 1) NS",0.0,NS
74,"(1, 2) NS",0.0,NS
74,"(1, 3) NS",0.0,NS
74,"(2, 1) NS",0.0,NS
74,"(2, 2) NS",0.0,NS
74,"(2, 3) NS",0.0,NS
74,"(3, 1) NS",0.0,NS
74,"(3, 2) NS",0.0,NS
74,"(3, 3) NS",0.0,NS
74,"(4, 1) NS",0.0,NS
74,"(4, 2) NS",0.0,NS
74,"(4, 3) NS",1.0,NS
75,"(1, 1) NS",0.0,NS
75,"(1, 2) NS",0.0,NS
75,"(1, 3) NS",0.0,NS
75,"(2, 1) NS",0.0,NS
75,"(2, 2) NS",0.0,NS
75,"(2, 3) NS",1.0,NS
75,"(3, 1) NS",0.0,NS
75,"(3, 2) NS",0.0,NS
75,"(3, 3) NS",0.0,NS
75,"(4, 1) NS",0.0,NS
75,"(4, 2) NS",0.0,NS
75,"(4, 3) NS",0.0,NS
76,"(1, 1) NS",0.0,NS
76,"(1, 2) NS",0.0,NS
76,"(1, 3) NS",0.0,NS
76,"(2, 1) NS",0.0,NS
76,"(2, 2) NS",0.0,NS
76,"(2, 3) NS",0.0,NS
76,"(3, 1) NS",0.0,NS
76,"(3, 2) NS",0.0,NS
76,"(3, 3) NS",0.0,NS
76,"(4, 1) NS",0.0,NS
76,"(4, 2) NS",0.0,NS
76,"(4, 3) NS",1.0,NS
77,"(1, 1) NS",0.0,NS
77,"(1, 2) NS",0.0,NS
77,"(1, 3) NS",0.0,NS
77,"(2, 1) NS",0.0,NS
77,"(2, 2) NS",0.0,NS
77,"(2, 3) NS",1.0,NS
77,"(3, 1) NS",0.0,NS
77,"(3, 2) NS",0.0,NS
77,"(3, 3) NS",0.0,NS
77,"(4, 1) NS",0.0,NS
77,"(4, 2) NS",0.0,NS
77,"(4, 3) NS",0.0,NS
78,"(1, 1) NS",0.0,NS
78,"(1, 2) NS",0.0,NS
78,"(1, 3) NS",0.0,NS
78,"(2, 1) NS",0.0,NS
78,"(2, 2) NS",0.0,NS
78,"(2, 3) NS",1.0,NS
78,"(3, 1) NS",0.0,NS
78,"(3, 2) NS",0.0,NS
78,"(3, 3) NS",0.0,NS
78,"(4, 1) NS",0.0,NS
78,"(4, 2) NS",0.0,NS
78,"(4, 3) NS",0.0,NS
79,"(1, 1) NS",0.0,NS
79,"(1, 2) NS",0.0,NS
79,"(1, 3) NS",1.0,NS
79,"(2, 1) NS",0.0,NS
79,"(2, 2) NS",0.0,NS
79,"(2, 3) NS",0.0,NS
79,"(3, 1) NS",0.0,NS
79,"(3, 2) NS",0.0,NS
79,"(3, 3) NS",0.0,NS
79,"(4, 1) NS",0.0,NS
79,"(4, 2) NS",0.0,NS
79,"(4, 3) NS",0.0,NS
80,"(1, 1) NS",0.0,NS
80,"(1, 2) NS",0.0,NS
80,"(1, 3) NS",1.0,NS
80,"(2, 1) NS",0.0,NS
80,"(2, 2) NS",0.0,NS
80,"(2, 3) NS",0.0,NS
80,"(3, 1) NS",0.0,NS
80,"(3, 2) NS",0.0,NS
80,"(3, 3) NS",0.0,NS
80,"(4, 1) NS",0.0,NS
80,"(4, 2) NS",0.0,NS
80,"(4, 3) NS",0.0,NS
81,"(1, 1) NS",0.0,NS
81,"(1, 2) NS",0.0,NS
81,"(1, 3) NS",1.0,NS
81,"(2, 1) NS",0.0,NS
81,"(2, 2) NS",0.0,NS
81,"(2, 3) NS",0.0,NS
81,"(3, 1) NS",0.0,NS
81,"(3, 2) NS",0.0,NS
81,"(3, 3) NS",0.0,NS
81,"(4, 1) NS",0.0,NS
81,"(4, 2) NS",0.0,NS
81,"(4, 3) NS",0.0,NS
82,"(1, 1) NS",0.0,NS
82,"(1, 2) NS",0.0,NS
82,"(1, 3) NS",0.0,NS
82,"(2, 1) NS",0.0,NS
82,"(2, 2) NS",0.0,NS
82,"(2, 3) NS",0.0,NS
82,"(3, 1) NS",0.0,NS
82,"(3, 2) NS",0.0,NS
82,"(3, 3) NS",0.0,NS
82,"(4, 1) NS",0.0,NS
82,"(4, 2) NS",0.0,NS
82,"(4, 3) NS",1.0,NS
83,"(1, 1) NS",0.0,NS
83,"(1, 2) NS",0.0,NS
83,"(1, 3) NS",0.0,NS
83,"(2, 1) NS",0.0,NS
83,"(2, 2) NS",0.0,NS
83,"(2, 3) NS",0.0,NS
83,"(3, 1) NS",0.0,NS
83,"(3, 2) NS",0.0,NS
83,"(3, 3) NS",0.0,NS
83,"(4, 1) NS",0.0,NS
83,"(4, 2) NS",0.0,NS
83,"(4, 3) NS",1.0,NS
84,"(1, 1) NS",0.0,NS
84,"(1, 2) NS",0.0,NS
84,"(1, 3) NS",1.0,NS
84,"(2, 1) NS",0.0,NS
84,"(2, 2) NS",0.0,NS
84,"(2, 3) NS",0.0,NS
84,"(3, 1) NS",0.0,NS
84,"(3, 2) NS",0.0,NS
84,"(3, 3) NS",0.0,NS
84,"(4, 1) NS",0.0,NS
84,"(4, 2) NS",0.0,NS
84,"(4, 3) NS",0.0,NS
85,"(1, 1) NS",0.0,NS
85,"(1, 2) NS",0.0,NS
85,"(1, 3) NS",0.0,NS
85,"(2, 1) NS",0.0,NS
85,"(2, 2) NS",0.0,NS
85,"(2, 3) NS",1.0,NS
85,"(3, 1) NS",0.0,NS
85,"(3, 2) NS",0.0,NS
85,"(3, 3) NS",0.0,NS
85,"(4, 1) NS",0.0,NS
85,"(4, 2) NS",0.0,NS
85,"(4, 3) NS",0.0,NS
86,"(1, 1) NS",0.0,NS
86,"(1, 2) NS",0.0,NS
86,"(1, 3) NS",0.0,NS
86,"(2, 1) NS",0.0,NS
86,"(2, 2) NS",0.0,NS
86,"(2, 3) NS",1.0,NS
86,"(3, 1) NS",0.0,NS
86,"(3, 2) NS",0.0,NS
86,"(3, 3) NS",0.0,NS
86,"(4, 1) NS",0.0,NS
86,"(4, 2) NS",0.0,NS
86,"(4, 3) NS",0.0,NS
87,"(1, 1) NS",0.0,NS
87,"(1, 2) NS",0.0,NS
87,"(1, 3) NS",1.0,NS
87,"(2, 1) NS",0.0,NS
87,"(2, 2) NS",0.0,NS
87,"(2, 3) NS",0.0,NS
87,"(3, 1) NS",0.0,NS
87,"(3, 2) NS",0.0,NS
87,"(3, 3) NS",0.0,NS
87,"(4, 1) NS",0.0,NS
87,"(4, 2) NS",0.0,NS
87,"(4, 3) NS",0.0,NS
88,"(1, 1) NS",0.0,NS
88,"(1, 2) NS",0.0,NS
88,"(1, 3) NS",1.0,NS
88,"(2, 1) NS",0.0,NS
88,"(2, 2) NS",0.0,NS
88,"(2, 3) NS",0.0,NS
88,"(3, 1) NS",0.0,NS
88,"(3, 2) NS",0.0,NS
88,"(3, 3) NS",0.0,NS
88,"(4, 1) NS",0.0,NS
88,"(4, 2) NS",0.0,NS
88,"(4, 3) NS",0.0,NS
89,"(1, 1) NS",0.0,NS
89,"(1, 2) NS",0.0,NS
89,"(1, 3) NS",1.0,NS
89,"(2, 1) NS",0.0,NS
89,"(2, 2) NS",0.0,NS
89,"(2, 3) NS",0.0,NS
89,"(3, 1) NS",0.0,NS
89,"(3, 2) NS",0.0,NS
89,"(3, 3) NS",0.0,NS
89,"(4, 1) NS",0.0,NS
89,"(4, 2) NS",0.0,NS
89,"(4, 3) NS",0.0,NS
90,"(1, 1) NS",0.0,NS
90,"(1, 2) NS",0.0,NS
90,"(1, 3) NS",1.0,NS
90,"(2, 1) NS",0.0,NS
90,"(2, 2) NS",0.0,NS
90,"(2, 3) NS",0.0,NS
90,"(3, 1) NS",0.0,NS
90,"(3, 2) NS",0.0,NS
90,"(3, 3) NS",0.0,NS
90,"(4, 1) NS",0.0,NS
90,"(4, 2) NS",0.0,NS
90,"(4, 3) NS",0.0,NS
91,"(1, 1) NS",0.0,NS
91,"(1, 2) NS",0.0,NS
91,"(1, 3) NS",1.0,NS
91,"(2, 1) NS",0.0,NS
91,"(2, 2) NS",0.0,NS
91,"(2, 3) NS",0.0,NS
91,"(3, 1) NS",0.0,NS
91,"(3, 2) NS",0.0,NS
91,"(3, 3) NS",0.0,NS
91,"(4, 1) NS",0.0,NS
91,"(4, 2) NS",0.0,NS
91,"(4, 3) NS",0.0,NS
92,"(1, 1) NS",0.0,NS
92,"(1, 2) NS",0.0,NS
92,"(1, 3) NS",1.0,NS
92,"(2, 1) NS",0.0,NS
92,"(2, 2) NS",0.0,NS
92,"(2, 3) NS",0.0,NS
92,"(3, 1) NS",0.0,NS
92,"(3, 2) NS",0.0,NS
92,"(3, 3) NS",0.0,NS
92,"(4, 1) NS",0.0,NS
92,"(4, 2) NS",0.0,NS
92,"(4, 3) NS",0.0,NS
93,"(1, 1) NS",0.0,NS
93,"(1, 2) NS",0.0,NS
93,"(1, 3) NS",1.0,NS
93,"(2, 1) NS",0.0,NS
93,"(2, 2) NS",0.0,NS
93,"(2, 3) NS",0.0,NS
93,"(3, 1) NS",0.0,NS
93,"(3, 2) NS",0.0,NS
93,"(3, 3) NS",0.0,NS
93,"(4, 1) NS",0.0,NS
93,"(4, 2) NS",0.0,NS
93,"(4, 3) NS",0.0,NS
94,"(1, 1) NS",0.0,NS
94,"(1, 2) NS",0.0,NS
94,"(1, 3) NS",0.0,NS
94,"(2, 1) NS",0.0,NS
94,"(2, 2) NS",0.0,NS
94,"(2, 3) NS",0.0,NS
94,"(3, 1) NS",0.0,NS
94,"(3, 2) NS",0.0,NS
94,"(3, 3) NS",0.0,NS
94,"(4, 1) NS",0.0,NS
94,"(4, 2) NS",0.0,NS
94,"(4, 3) NS",1.0,NS
95,"(1, 1) NS",0.0,NS
95,"(1, 2) NS",0.0,NS
95,"(1, 3) NS",0.0,NS
95,"(2, 1) NS",0.0,NS
95,"(2, 2) NS",0.0,NS
95,"(2, 3) NS",0.0,NS
95,"(3, 1) NS",0.0,NS
95,"(3, 2) NS",0.0,NS
95,"(3, 3) NS",0.0,NS
95,"(4, 1) NS",0.0,NS
95,"(4, 2) NS",0.0,NS
95,"(4, 3) NS",1.0,NS
96,"(1, 1) NS",0.0,NS
96,"(1, 2) NS",0.0,NS
96,"(1, 3) NS",0.0,NS
96,"(2, 1) NS",0.0,NS
96,"(2, 2) NS",0.0,NS
96,"(2, 3) NS",0.0,NS
96,"(3, 1) NS",0.0,NS
96,"(3, 2) NS",0.0,NS
96,"(3, 3) NS",0.0,NS
96,"(4, 1) NS",0.0,NS
96,"(4, 2) NS",0.0,NS
96,"(4, 3) NS",1.0,NS
97,"(1, 1) NS",0.0,NS
97,"(1, 2) NS",0.0,NS
97,"(1, 3) NS",1.0,NS
97,"(2, 1) NS",0.0,NS
97,"(2, 2) NS",0.0,NS
97,"(2, 3) NS",0.0,NS
97,"(3, 1) NS",0.0,NS
97,"(3, 2) NS",0.0,NS
97,"(3, 3) NS",0.0,NS
97,"(4, 1) NS",0.0,NS
97,"(4, 2) NS",0.0,NS
97,"(4, 3) NS",0.0,NS
98,"(1, 1) NS",0.0,NS
98,"(1, 2) NS",0.0,NS
98,"(1, 3) NS",1.0,NS
98,"(2, 1) NS",0.0,NS
98,"(2, 2) NS",0.0,NS
98,"(2, 3) NS",0.0,NS
98,"(3, 1) NS",0.0,NS
98,"(3, 2) NS",0.0,NS
98,"(3, 3) NS",0.0,NS
98,"(4, 1) NS",0.0,NS
98,"(4, 2) NS",0.0,NS
98,"(4, 3) NS",0.0,NS
99,"(1, 1) NS",0.0,NS
99,"(1, 2) NS",0.0,NS
99,"(1, 3) NS",1.0,NS
99,"(2, 1) NS",0.0,NS
99,"(2, 2) NS",0.0,NS
99,"(2, 3) NS",0.0,NS
99,"(3, 1) NS",0.0,NS
99,"(3, 2) NS",0.0,NS
99,"(3, 3) NS",0.0,NS
99,"(4, 1) NS",0.0,NS
99,"(4, 2) NS",0.0,NS
99,"(4, 3) NS",0.0,NS
100,"(1, 1) NS",0.0,NS
100,"(1, 2) NS",0.0,NS
100,"(1, 3) NS",0.0,NS
100,"(2, 1) NS",0.0,NS
100,"(2, 2) NS",0.0,NS
100,"(2, 3) NS",0.0,NS
100,"(3, 1) NS",0.0,NS
100,"(3, 2) NS",0.0,NS
100,"(3, 3) NS",0.0,NS
100,"(4, 1) NS",0.0,NS
100,"(4, 2) NS",0.0,NS
100,"(4, 3) NS",1.0,NS
101,"(1, 1) NS",0.0,NS
101,"(1, 2) NS",0.0,NS
101,"(1, 3) NS",1.0,NS
101,"(2, 1) NS",0.0,NS
101,"(2, 2) NS",0.0,NS
101,"(2, 3) NS",0.0,NS
101,"(3, 1) NS",0.0,NS
101,"(3, 2) NS",0.0,NS
101,"(3, 3) NS",0.0,NS
101,"(4, 1) NS",0.0,NS
101,"(4, 2) NS",0.0,NS
101,"(4, 3) NS",0.0,NS
102,"(1, 1) NS",0.0,NS
102,"(1, 2) NS",0.0,NS
102,"(1, 3) NS",1.0,NS
102,"(2, 1) NS",0.0,NS
102,"(2, 2) NS",0.0,NS
102,"(2, 3) NS",0.0,NS
102,"(3, 1) NS",0.0,NS
102,"(3, 2) NS",0.0,NS
102,"(3, 3) NS",0.0,NS
102,"(4, 1) NS",0.0,NS
102,"(4, 2) NS",0.0,NS
102,"(4, 3) NS",0.0,NS
103,"(1, 1) NS",0.0,NS
103,"(1, 2) NS",0.0,NS
103,"(1, 3) NS",1.0,NS
103,"(2, 1) NS",0.0,NS
103,"(2, 2) NS",0.0,NS
103,"(2, 3) NS",0.0,NS
103,"(3, 1) NS",0.0,NS
103,"(3, 2) NS",0.0,NS
103,"(3, 3) NS",0.0,NS
103,"(4, 1) NS",0.0,NS
103,"(4, 2) NS",0.0,NS
103,"(4, 3) NS",0.0,NS
104,"(1, 1) NS",0.0,NS
104,"(1, 2) NS",0.0,NS
104,"(1, 3) NS",0.0,NS
104,"(2, 1) NS",0.0,NS
104,"(2, 2) NS",0.0,NS
104,"(2, 3) NS",0.0,NS
104,"(3, 1) NS",0.0,NS
104,"(3, 2) NS",0.0,NS
104,"(3, 3) NS",0.0,NS
104,"(4, 1) NS",0.0,NS
104,"(4, 2) NS",0.0,NS
104,"(4, 3) NS",1.0,NS
105,"(1, 1) NS",0.0,NS
105,"(1, 2) NS",0.0,NS
105,"(1, 3) NS",1.0,NS
105,"(2, 1) NS",0.0,NS
105,"(2, 2) NS",0.0,NS
105,"(2, 3) NS",0.0,NS
105,"(3, 1) NS",0.0,NS
105,"(3, 2) NS",0.0,NS
105,"(3, 3) NS",0.0,NS
105,"(4, 1) NS",0.0,NS
105,"(4, 2) NS",0.0,NS
105,"(4, 3) NS",0.0,NS
106,"(1, 1) NS",0.0,NS
106,"(1, 2) NS",0.0,NS
106,"(1, 3) NS",0.0,NS
106,"(2, 1) NS",0.0,NS
106,"(2, 2) NS",0.0,NS
106,"(2, 3) NS",0.0,NS
106,"(3, 1) NS",0.0,NS
106,"(3, 2) NS",0.0,NS
106,"(3, 3) NS",0.0,NS
106,"(4, 1) NS",0.0,NS
106,"(4, 2) NS",0.0,NS
106,"(4, 3) NS",1.0,NS
107,"(1, 1) NS",0.0,NS
107,"(1, 2) NS",0.0,NS
107,"(1, 3) NS",1.0,NS
107,"(2, 1) NS",0.0,NS
107,"(2, 2) NS",0.0,NS
107,"(2, 3) NS",0.0,NS
107,"(3, 1) NS",0.0,NS
107,"(3, 2) NS",0.0,NS
107,"(3, 3) NS",0.0,NS
107,"(4, 1) NS",0.0,NS
107,"(4, 2) NS",0.0,NS
107,"(4, 3) NS",0.0,NS
108,"(1, 1) NS",0.0,NS
108,"(1, 2) NS",0.0,NS
108,"(1, 3) NS",1.0,NS
108,"(2, 1) NS",0.0,NS
108,"(2, 2) NS",0.0,NS
108,"(2, 3) NS",0.0,NS
108,"(3, 1) NS",0.0,NS
108,"(3, 2) NS",0.0,NS
108,"(3, 3) NS",0.0,NS
108,"(4, 1) NS",0.0,NS
108,"(4, 2) NS",0.0,NS
108,"(4, 3) NS",0.0,NS
109,"(1, 1) NS",0.0,NS
109,"(1, 2) NS",0.0,NS
109,"(1, 3) NS",1.0,NS
109,"(2, 1) NS",0.0,NS
109,"(2, 2) NS",0.0,NS
109,"(2, 3) NS",0.0,NS
109,"(3, 1) NS",0.0,NS
109,"(3, 2) NS",0.0,NS
109,"(3, 3) NS",0.0,NS
109,"(4, 1) NS",0.0,NS
109,"(4, 2) NS",0.0,NS
109,"(4, 3) NS",0.0,NS
110,"(1, 1) NS",0.0,NS
110,"(1, 2) NS",0.0,NS
110,"(1, 3) NS",1.0,NS
110,"(2, 1) NS",0.0,NS
110,"(2, 2) NS",0.0,NS
110,"(2, 3) NS",0.0,NS
110,"(3, 1) NS",0.0,NS
110,"(3, 2) NS",0.0,NS
110,"(3, 3) NS",0.0,NS
110,"(4, 1) NS",0.0,NS
110,"(4, 2) NS",0.0,NS
110,"(4, 3) NS",0.0,NS
111,"(1, 1) NS",0.0,NS
111,"(1, 2) NS",0.0,NS
111,"(1, 3) NS",0.0,NS
111,"(2, 1) NS",0.0,NS
111,"(2, 2) NS",0.0,NS
111,"(2, 3) NS",0.0,NS
111,"(3, 1) NS",0.0,NS
111,"(3, 2) NS",0.0,NS
111,"(3, 3) NS",0.0,NS
111,"(4, 1) NS",0.0,NS
111,"(4, 2) NS",0.0,NS
111,"(4, 3) NS",1.0,NS
112,"(1, 1) NS",0.0,NS
112,"(1, 2) NS",0.0,NS
112,"(1, 3) NS",0.0,NS
112,"(2, 1) NS",0.0,NS
112,"(2, 2) NS",0.0,NS
112,"(2, 3) NS",0.0,NS
112,"(3, 1) NS",0.0,NS
112,"(3, 2) NS",0.0,NS
112,"(3, 3) NS",0.0,NS
112,"(4, 1) NS",0.0,NS
112,"(4, 2) NS",0.0,NS
112,"(4, 3) NS",1.0,NS
113,"(1, 1) NS",0.0,NS
113,"(1, 2) NS",0.0,NS
113,"(1, 3) NS",0.0,NS
113,"(2, 1) NS",0.0,NS
113,"(2, 2) NS",0.0,NS
113,"(2, 3) NS",0.0,NS
113,"(3, 1) NS",0.0,NS
113,"(3, 2) NS",0.0,NS
113,"(3, 3) NS",0.0,NS
113,"(4, 1) NS",0.0,NS
113,"(4, 2) NS",0.0,NS
113,"(4, 3) NS",1.0,NS
114,"(1, 1) NS",0.0,NS
114,"(1, 2) NS",0.0,NS
114,"(1, 3) NS",0.0,NS
114,"(2, 1) NS",0.0,NS
114,"(2, 2) NS",0.0,NS
114,"(2, 3) NS",0.0,NS
114,"(3, 1) NS",0.0,NS
114,"(3, 2) NS",0.0,NS
114,"(3, 3) NS",0.0,NS
114,"(4, 1) NS",0.0,NS
114,"(4, 2) NS",0.0,NS
114,"(4, 3) NS",1.0,NS
115,"(1, 1) NS",0.0,NS
115,"(1, 2) NS",0.0,NS
115,"(1, 3) NS",0.0,NS
115,"(2, 1) NS",0.0,NS
115,"(2, 2) NS",0.0,NS
115,"(2, 3) NS",1.0,NS
115,"(3, 1) NS",0.0,NS
115,"(3, 2) NS",0.0,NS
115,"(3, 3) NS",0.0,NS
115,"(4, 1) NS",0.0,NS
115,"(4, 2) NS",0.0,NS
115,"(4, 3) NS",0.0,NS
116,"(1, 1) NS",0.0,NS
116,"(1, 2) NS",0.0,NS
116,"(1, 3) NS",0.0,NS
116,"(2, 1) NS",0.0,NS
116,"(2, 2) NS",0.0,NS
116,"(2, 3) NS",1.0,NS
116,"(3, 1) NS",0.0,NS
116,"(3, 2) NS",0.0,NS
116,"(3, 3) NS",0.0,NS
116,"(4, 1) NS",0.0,NS
116,"(4, 2) NS",0.0,NS
116,"(4, 3) NS",0.0,NS
117,"(1, 1) NS",0.0,NS
117,"(1, 2) NS",0.0,NS
117,"(1, 3) NS",0.0,NS
117,"(2, 1) NS",0.0,NS
117,"(2, 2) NS",0.0,NS
117,"(2, 3) NS",1.0,NS
117,"(3, 1) NS",0.0,NS
117,"(3, 2) NS",0.0,NS
117,"(3, 3) NS",0.0,NS
117,"(4, 1) NS",0.0,NS
117,"(4, 2) NS",0.0,NS
117,"(4, 3) NS",0.0,NS
118,"(1, 1) NS",0.0,NS
118,"(1, 2) NS",0.0,NS
118,"(1, 3) NS",1.0,NS
118,"(2, 1) NS",0.0,NS
118,"(2, 2) NS",0.0,NS
118,"(2, 3) NS",0.0,NS
118,"(3, 1) NS",0.0,NS
118,"(3, 2) NS",0.0,NS
118,"(3, 3) NS",0.0,NS
118,"(4, 1) NS",0.0,NS
118,"(4, 2) NS",0.0,NS
118,"(4, 3) NS",0.0,NS
119,"(1, 1) NS",0.0,NS
119,"(1, 2) NS",0.0,NS
119,"(1, 3) NS",1.0,NS
119,"(2, 1) NS",0.0,NS
119,"(2, 2) NS",0.0,NS
119,"(2, 3) NS",0.0,NS
119,"(3, 1) NS",0.0,NS
119,"(3, 2) NS",0.0,NS
119,"(3, 3) NS",0.0,NS
119,"(4, 1) NS",0.0,NS
119,"(4, 2) NS",0.0,NS
119,"(4, 3) NS",0.0,NS
120,"(1, 1) NS",0.0,NS
120,"(1, 2) NS",0.0,NS
120,"(1, 3) NS",1.0,NS
120,"(2, 1) NS",0.0,NS
120,"(2, 2) NS",0.0,NS
120,"(2, 3) NS",0.0,NS
120,"(3, 1) NS",0.0,NS
120,"(3, 2) NS",0.0,NS
120,"(3, 3) NS",0.0,NS
120,"(4, 1) NS",0.0,NS
120,"(4, 2) NS",0.0,NS
120,"(4, 3) NS",0.0,NS
121,"(1, 1) NS",0.0,NS
121,"(1, 2) NS",0.0,NS
121,"(1, 3) NS",1.0,NS
121,"(2, 1) NS",0.0,NS
121,"(2, 2) NS",0.0,NS
121,"(2, 3) NS",0.0,NS
121,"(3, 1) NS",0.0,NS
121,"(3, 2) NS",0.0,NS
121,"(3, 3) NS",0.0,NS
121,"(4, 1) NS",0.0,NS
121,"(4, 2) NS",0.0,NS
121,"(4, 3) NS",0.0,NS
122,"(1, 1) NS",0.0,NS
122,"(1, 2) NS",0.0,NS
