wind_farm,fac_id,deliv,prov
122,"(1, 3) NS",1.0,NS
122,"(2, 1) NS",0.0,NS
122,"(2, 2) NS",0.0,NS
122,"(2, 3) NS",0.0,NS
122,"(3, 1) NS",0.0,NS
122,"(3, 2) NS",0.0,NS
122,"(3, 3) NS",0.0,NS
122,"(4, 1) NS",0.0,NS
122,"(4, 2) NS",0.0,NS
122,"(4, 3) NS",0.0,NS
123,"(1, 1) NS",0.0,NS
123,"(1, 2) NS",0.0,NS
123,"(1, 3) NS",1.0,NS
123,"(2, 1) NS",0.0,NS
123,"(2, 2) NS",0.0,NS
123,"(2, 3) NS",0.0,NS
123,"(3, 1) NS",0.0,NS
123,"(3, 2) NS",0.0,NS
123,"(3, 3) NS",0.0,NS
123,"(4, 1) NS",0.0,NS
123,"(4, 2) NS",0.0,NS
123,"(4, 3) NS",0.0,NS
124,"(1, 1) NS",0.0,NS
124,"(1, 2) NS",0.0,NS
124,"(1, 3) NS",0.0,NS
124,"(2, 1) NS",0.0,NS
124,"(2, 2) NS",0.0,NS
124,"(2, 3) NS",0.0,NS
124,"(3, 1) NS",0.0,NS
124,"(3, 2) NS",0.0,NS
124,"(3, 3) NS",0.0,NS
124,"(4, 1) NS",0.0,NS
124,"(4, 2) NS",0.0,NS
124,"(4, 3) NS",1.0,NS
125,"(1, 1) NS",0.0,NS
125,"(1, 2) NS",0.0,NS
125,"(1, 3) NS",1.0,NS
125,"(2, 1) NS",0.0,NS
125,"(2, 2) NS",0.0,NS
125,"(2, 3) NS",0.0,NS
125,"(3, 1) NS",0.0,NS
125,"(3, 2) NS",0.0,NS
125,"(3, 3) NS",0.0,NS
125,"(4, 1) NS",0.0,NS
125,"(4, 2) NS",0.0,NS
125,"(4, 3) NS",0.0,NS
126,"(1, 1) NS",0.0,NS
126,"(1, 2) NS",0.0,NS
126,"(1, 3) NS",1.0,NS
126,"(2, 1) NS",0.0,NS
126,"(2, 2) NS",0.0,NS
126,"(2, 3) NS",0.0,NS
126,"(3, 1) NS",0.0,NS
126,"(3, 2) NS",0.0,NS
126,"(3, 3) NS",0.0,NS
126,"(4, 1) NS",0.0,NS
126,"(4, 2) NS",0.0,NS
126,"(4, 3) NS",0.0,NS
127,"(1, 1) NS",0.0,NS
127,"(1, 2) NS",0.0,NS
127,"(1, 3) NS",1.0,NS
127,"(2, 1) NS",0.0,NS
127,"(2, 2) NS",0.0,NS
127,"(2, 3) NS",0.0,NS
127,"(3, 1) NS",0.0,NS
127,"(3, 2) NS",0.0,NS
127,"(3, 3) NS",0.0,NS
127,"(4, 1) NS",0.0,NS
127,"(4, 2) NS",0.0,NS
127,"(4, 3) NS",0.0,NS
128,"(1, 1) NS",0.0,NS
128,"(1, 2) NS",0.0,NS
128,"(1, 3) NS",1.0,NS
128,"(2, 1) NS",0.0,NS
128,"(2, 2) NS",0.0,NS
128,"(2, 3) NS",0.0,NS
128,"(3, 1) NS",0.0,NS
128,"(3, 2) NS",0.0,NS
128,"(3, 3) NS",0.0,NS
128,"(4, 1) NS",0.0,NS
128,"(4, 2) NS",0.0,NS
128,"(4, 3) NS",0.0,NS
129,"(1, 1) NS",0.0,NS
129,"(1, 2) NS",0.0,NS
129,"(1, 3) NS",0.0,NS
129,"(2, 1) NS",0.0,NS
129,"(2, 2) NS",0.0,NS
129,"(2, 3) NS",1.0,NS
129,"(3, 1) NS",0.0,NS
129,"(3, 2) NS",0.0,NS
129,"(3, 3) NS",0.0,NS
129,"(4, 1) NS",0.0,NS
129,"(4, 2) NS",0.0,NS
129,"(4, 3) NS",0.0,NS
130,"(1, 1) NS",0.0,NS
130,"(1, 2) NS",0.0,NS
130,"(1, 3) NS",1.0,NS
130,"(2, 1) NS",0.0,NS
130,"(2, 2) NS",0.0,NS
130,"(2, 3) NS",0.0,NS
130,"(3, 1) NS",0.0,NS
130,"(3, 2) NS",0.0,NS
130,"(3, 3) NS",0.0,NS
130,"(4, 1) NS",0.0,NS
130,"(4, 2) NS",0.0,NS
130,"(4, 3) NS",0.0,NS
131,"(1, 1) NS",0.0,NS
131,"(1, 2) NS",0.0,NS
131,"(1, 3) NS",0.0,NS
131,"(2, 1) NS",0.0,NS
131,"(2, 2) NS",0.0,NS
131,"(2, 3) NS",0.0,NS
131,"(3, 1) NS",0.0,NS
131,"(3, 2) NS",0.0,NS
131,"(3, 3) NS",0.0,NS
131,"(4, 1) NS",0.0,NS
131,"(4, 2) NS",0.0,NS
131,"(4, 3) NS",1.0,NS
132,"(1, 1) NS",0.0,NS
132,"(1, 2) NS",0.0,NS
132,"(1, 3) NS",1.0,NS
132,"(2, 1) NS",0.0,NS
132,"(2, 2) NS",0.0,NS
132,"(2, 3) NS",0.0,NS
132,"(3, 1) NS",0.0,NS
132,"(3, 2) NS",0.0,NS
132,"(3, 3) NS",0.0,NS
132,"(4, 1) NS",0.0,NS
132,"(4, 2) NS",0.0,NS
132,"(4, 3) NS",0.0,NS
133,"(1, 1) NS",0.0,NS
133,"(1, 2) NS",0.0,NS
133,"(1, 3) NS",1.0,NS
133,"(2, 1) NS",0.0,NS
133,"(2, 2) NS",0.0,NS
133,"(2, 3) NS",0.0,NS
133,"(3, 1) NS",0.0,NS
133,"(3, 2) NS",0.0,NS
133,"(3, 3) NS",0.0,NS
133,"(4, 1) NS",0.0,NS
133,"(4, 2) NS",0.0,NS
133,"(4, 3) NS",0.0,NS
134,"(1, 1) NS",0.0,NS
134,"(1, 2) NS",0.0,NS
134,"(1, 3) NS",1.0,NS
134,"(2, 1) NS",0.0,NS
134,"(2, 2) NS",0.0,NS
134,"(2, 3) NS",0.0,NS
134,"(3, 1) NS",0.0,NS
134,"(3, 2) NS",0.0,NS
134,"(3, 3) NS",0.0,NS
134,"(4, 1) NS",0.0,NS
134,"(4, 2) NS",0.0,NS
134,"(4, 3) NS",0.0,NS
135,"(1, 1) NS",0.0,NS
135,"(1, 2) NS",0.0,NS
135,"(1, 3) NS",0.0,NS
135,"(2, 1) NS",0.0,NS
135,"(2, 2) NS",0.0,NS
135,"(2, 3) NS",1.0,NS
135,"(3, 1) NS",0.0,NS
135,"(3, 2) NS",0.0,NS
135,"(3, 3) NS",0.0,NS
135,"(4, 1) NS",0.0,NS
135,"(4, 2) NS",0.0,NS
135,"(4, 3) NS",0.0,NS
136,"(1, 1) NS",0.0,NS
136,"(1, 2) NS",0.0,NS
136,"(1, 3) NS",0.0,NS
136,"(2, 1) NS",0.0,NS
136,"(2, 2) NS",0.0,NS
136,"(2, 3) NS",1.0,NS
136,"(3, 1) NS",0.0,NS
136,"(3, 2) NS",0.0,NS
136,"(3, 3) NS",0.0,NS
136,"(4, 1) NS",0.0,NS
136,"(4, 2) NS",0.0,NS
136,"(4, 3) NS",0.0,NS
137,"(1, 1) NS",0.0,NS
137,"(1, 2) NS",0.0,NS
137,"(1, 3) NS",0.0,NS
137,"(2, 1) NS",0.0,NS
137,"(2, 2) NS",0.0,NS
137,"(2, 3) NS",0.0,NS
137,"(3, 1) NS",0.0,NS
137,"(3, 2) NS",0.0,NS
137,"(3, 3) NS",0.0,NS
137,"(4, 1) NS",0.0,NS
137,"(4, 2) NS",0.0,NS
137,"(4, 3) NS",1.0,NS
138,"(1, 1) NS",0.0,NS
138,"(1, 2) NS",0.0,NS
138,"(1, 3) NS",0.0,NS
138,"(2, 1) NS",0.0,NS
138,"(2, 2) NS",0.0,NS
138,"(2, 3) NS",0.0,NS
138,"(3, 1) NS",0.0,NS
138,"(3, 2) NS",0.0,NS
138,"(3, 3) NS",0.0,NS
138,"(4, 1) NS",0.0,NS
138,"(4, 2) NS",0.0,NS
138,"(4, 3) NS",1.0,NS
139,"(1, 1) NS",0.0,NS
139,"(1, 2) NS",0.0,NS
139,"(1, 3) NS",1.0,NS
139,"(2, 1) NS",0.0,NS
139,"(2, 2) NS",0.0,NS
139,"(2, 3) NS",0.0,NS
139,"(3, 1) NS",0.0,NS
139,"(3, 2) NS",0.0,NS
139,"(3, 3) NS",0.0,NS
139,"(4, 1) NS",0.0,NS
139,"(4, 2) NS",0.0,NS
139,"(4, 3) NS",0.0,NS
140,"(1, 1) NS",0.0,NS
140,"(1, 2) NS",0.0,NS
140,"(1, 3) NS",0.0,NS
140,"(2, 1) NS",0.0,NS
140,"(2, 2) NS",0.0,NS
140,"(2, 3) NS",0.0,NS
140,"(3, 1) NS",0.0,NS
140,"(3, 2) NS",0.0,NS
140,"(3, 3) NS",0.0,NS
140,"(4, 1) NS",0.0,NS
140,"(4, 2) NS",0.0,NS
140,"(4, 3) NS",1.0,NS
141,"(1, 1) NS",0.0,NS
141,"(1, 2) NS",0.0,NS
141,"(1, 3) NS",1.0,NS
141,"(2, 1) NS",0.0,NS
141,"(2, 2) NS",0.0,NS
141,"(2, 3) NS",0.0,NS
141,"(3, 1) NS",0.0,NS
141,"(3, 2) NS",0.0,NS
141,"(3, 3) NS",0.0,NS
141,"(4, 1) NS",0.0,NS
141,"(4, 2) NS",0.0,NS
141,"(4, 3) NS",0.0,NS
142,"(1, 1) NS",0.0,NS
142,"(1, 2) NS",0.0,NS
142,"(1, 3) NS",1.0,NS
142,"(2, 1) NS",0.0,NS
142,"(2, 2) NS",0.0,NS
142,"(2, 3) NS",0.0,NS
142,"(3, 1) NS",0.0,NS
142,"(3, 2) NS",0.0,NS
142,"(3, 3) NS",0.0,NS
142,"(4, 1) NS",0.0,NS
142,"(4, 2) NS",0.0,NS
142,"(4, 3) NS",0.0,NS
143,"(1, 1) NS",0.0,NS
143,"(1, 2) NS",0.0,NS
143,"(1, 3) NS",1.0,NS
143,"(2, 1) NS",0.0,NS
143,"(2, 2) NS",0.0,NS
143,"(2, 3) NS",0.0,NS
143,"(3, 1) NS",0.0,NS
143,"(3, 2) NS",0.0,NS
143,"(3, 3) NS",0.0,NS
143,"(4, 1) NS",0.0,NS
143,"(4, 2) NS",0.0,NS
143,"(4, 3) NS",0.0,NS
144,"(1, 1) NS",0.0,NS
144,"(1, 2) NS",0.0,NS
144,"(1, 3) NS",1.0,NS
144,"(2, 1) NS",0.0,NS
144,"(2, 2) NS",0.0,NS
144,"(2, 3) NS",0.0,NS
144,"(3, 1) NS",0.0,NS
144,"(3, 2) NS",0.0,NS
144,"(3, 3) NS",0.0,NS
144,"(4, 1) NS",0.0,NS
144,"(4, 2) NS",0.0,NS
144,"(4, 3) NS",0.0,NS
145,"(1, 1) NS",0.0,NS
145,"(1, 2) NS",0.0,NS
145,"(1, 3) NS",1.0,NS
145,"(2, 1) NS",0.0,NS
145,"(2, 2) NS",0.0,NS
145,"(2, 3) NS",0.0,NS
145,"(3, 1) NS",0.0,NS
145,"(3, 2) NS",0.0,NS
145,"(3, 3) NS",0.0,NS
145,"(4, 1) NS",0.0,NS
145,"(4, 2) NS",0.0,NS
145,"(4, 3) NS",0.0,NS
146,"(1, 1) NS",0.0,NS
146,"(1, 2) NS",0.0,NS
146,"(1, 3) NS",0.0,NS
146,"(2, 1) NS",0.0,NS
146,"(2, 2) NS",0.0,NS
146,"(2, 3) NS",1.0,NS
146,"(3, 1) NS",0.0,NS
146,"(3, 2) NS",0.0,NS
146,"(3, 3) NS",0.0,NS
146,"(4, 1) NS",0.0,NS
146,"(4, 2) NS",0.0,NS
146,"(4, 3) NS",0.0,NS
147,"(1, 1) NS",0.0,NS
147,"(1, 2) NS",0.0,NS
147,"(1, 3) NS",1.0,NS
147,"(2, 1) NS",0.0,NS
147,"(2, 2) NS",0.0,NS
147,"(2, 3) NS",0.0,NS
147,"(3, 1) NS",0.0,NS
147,"(3, 2) NS",0.0,NS
147,"(3, 3) NS",0.0,NS
147,"(4, 1) NS",0.0,NS
147,"(4, 2) NS",0.0,NS
147,"(4, 3) NS",0.0,NS
148,"(1, 1) NS",0.0,NS
148,"(1, 2) NS",0.0,NS
148,"(1, 3) NS",1.0,NS
148,"(2, 1) NS",0.0,NS
148,"(2, 2) NS",0.0,NS
148,"(2, 3) NS",0.0,NS
148,"(3, 1) NS",0.0,NS
148,"(3, 2) NS",0.0,NS
148,"(3, 3) NS",0.0,NS
148,"(4, 1) NS",0.0,NS
148,"(4, 2) NS",0.0,NS
148,"(4, 3) NS",0.0,NS
149,"(1, 1) NS",0.0,NS
149,"(1, 2) NS",0.0,NS
149,"(1, 3) NS",1.0,NS
149,"(2, 1) NS",0.0,NS
149,"(2, 2) NS",0.0,NS
149,"(2, 3) NS",0.0,NS
149,"(3, 1) NS",0.0,NS
149,"(3, 2) NS",0.0,NS
149,"(3, 3) NS",0.0,NS
149,"(4, 1) NS",0.0,NS
149,"(4, 2) NS",0.0,NS
149,"(4, 3) NS",0.0,NS
150,"(1, 1) NS",0.0,NS
150,"(1, 2) NS",0.0,NS
150,"(1, 3) NS",0.0,NS
150,"(2, 1) NS",0.0,NS
150,"(2, 2) NS",0.0,NS
150,"(2, 3) NS",1.0,NS
150,"(3, 1) NS",0.0,NS
150,"(3, 2) NS",0.0,NS
150,"(3, 3) NS",0.0,NS
150,"(4, 1) NS",0.0,NS
150,"(4, 2) NS",0.0,NS
150,"(4, 3) NS",0.0,NS
151,"(1, 1) NS",0.0,NS
151,"(1, 2) NS",0.0,NS
151,"(1, 3) NS",0.0,NS
151,"(2, 1) NS",0.0,NS
151,"(2, 2) NS",0.0,NS
151,"(2, 3) NS",1.0,NS
151,"(3, 1) NS",0.0,NS
151,"(3, 2) NS",0.0,NS
151,"(3, 3) NS",0.0,NS
151,"(4, 1) NS",0.0,NS
151,"(4, 2) NS",0.0,NS
151,"(4, 3) NS",0.0,NS
152,"(1, 1) ON",0.0,ON
152,"(1, 2) ON",0.0,ON
152,"(1, 3) ON",0.0,ON
152,"(2, 1) ON",0.0,ON
152,"(2, 2) ON",0.0,ON
152,"(2, 3) ON",1.0,ON
152,"(3, 1) ON",0.0,ON
152,"(3, 2) ON",0.0,ON
152,"(3, 3) ON",0.0,ON
152,"(4, 1) ON",0.0,ON
152,"(4, 2) ON",0.0,ON
152,"(4, 3) ON",0.0,ON
153,"(1, 1) ON",0.0,ON
153,"(1, 2) ON",0.0,ON
153,"(1, 3) ON",0.0,ON
153,"(2, 1) ON",0.0,ON
153,"(2, 2) ON",0.0,ON
153,"(2, 3) ON",1.0,ON
153,"(3, 1) ON",0.0,ON
153,"(3, 2) ON",0.0,ON
153,"(3, 3) ON",0.0,ON
153,"(4, 1) ON",0.0,ON
153,"(4, 2) ON",0.0,ON
153,"(4, 3) ON",0.0,ON
154,"(1, 1) ON",0.0,ON
154,"(1, 2) ON",0.0,ON
154,"(1, 3) ON",0.0,ON
154,"(2, 1) ON",0.0,ON
154,"(2, 2) ON",0.0,ON
154,"(2, 3) ON",0.0,ON
154,"(3, 1) ON",0.0,ON
154,"(3, 2) ON",0.0,ON
154,"(3, 3) ON",0.0,ON
154,"(4, 1) ON",0.0,ON
154,"(4, 2) ON",1.0,ON
154,"(4, 3) ON",0.0,ON
155,"(1, 1) ON",0.0,ON
155,"(1, 2) ON",0.0,ON
155,"(1, 3) ON",0.0,ON
155,"(2, 1) ON",0.0,ON
155,"(2, 2) ON",1.0,ON
155,"(2, 3) ON",0.0,ON
155,"(3, 1) ON",0.0,ON
155,"(3, 2) ON",0.0,ON
155,"(3, 3) ON",0.0,ON
155,"(4, 1) ON",0.0,ON
155,"(4, 2) ON",0.0,ON
155,"(4, 3) ON",0.0,ON
156,"(1, 1) ON",0.0,ON
156,"(1, 2) ON",0.0,ON
156,"(1, 3) ON",0.0,ON
156,"(2, 1) ON",0.0,ON
156,"(2, 2) ON",0.0,ON
156,"(2, 3) ON",0.0,ON
156,"(3, 1) ON",0.0,ON
156,"(3, 2) ON",0.0,ON
156,"(3, 3) ON",0.0,ON
156,"(4, 1) ON",0.0,ON
156,"(4, 2) ON",1.0,ON
156,"(4, 3) ON",0.0,ON
157,"(1, 1) ON",0.0,ON
157,"(1, 2) ON",0.0,ON
157,"(1, 3) ON",0.0,ON
157,"(2, 1) ON",0.0,ON
157,"(2, 2) ON",0.0,ON
157,"(2, 3) ON",0.0,ON
157,"(3, 1) ON",0.0,ON
157,"(3, 2) ON",0.0,ON
157,"(3, 3) ON",0.0,ON
157,"(4, 1) ON",0.0,ON
157,"(4, 2) ON",0.0,ON
157,"(4, 3) ON",1.0,ON
158,"(1, 1) ON",0.0,ON
158,"(1, 2) ON",0.0,ON
158,"(1, 3) ON",0.0,ON
158,"(2, 1) ON",0.0,ON
158,"(2, 2) ON",0.0,ON
158,"(2, 3) ON",0.0,ON
158,"(3, 1) ON",0.0,ON
158,"(3, 2) ON",0.0,ON
158,"(3, 3) ON",0.0,ON
158,"(4, 1) ON",0.0,ON
158,"(4, 2) ON",0.0,ON
158,"(4, 3) ON",1.0,ON
159,"(1, 1) ON",0.0,ON
159,"(1, 2) ON",0.0,ON
159,"(1, 3) ON",0.0,ON
159,"(2, 1) ON",0.0,ON
159,"(2, 2) ON",0.0,ON
159,"(2, 3) ON",1.0,ON
159,"(3, 1) ON",0.0,ON
159,"(3, 2) ON",0.0,ON
159,"(3, 3) ON",0.0,ON
159,"(4, 1) ON",0.0,ON
159,"(4, 2) ON",0.0,ON
159,"(4, 3) ON",0.0,ON
160,"(1, 1) ON",0.0,ON
160,"(1, 2) ON",0.0,ON
160,"(1, 3) ON",0.0,ON
160,"(2, 1) ON",0.0,ON
160,"(2, 2) ON",0.0,ON
160,"(2, 3) ON",1.0,ON
160,"(3, 1) ON",0.0,ON
160,"(3, 2) ON",0.0,ON
160,"(3, 3) ON",0.0,ON
160,"(4, 1) ON",0.0,ON
160,"(4, 2) ON",0.0,ON
160,"(4, 3) ON",0.0,ON
161,"(1, 1) ON",0.0,ON
161,"(1, 2) ON",1.0,ON
161,"(1, 3) ON",0.0,ON
161,"(2, 1) ON",0.0,ON
161,"(2, 2) ON",0.0,ON
161,"(2, 3) ON",0.0,ON
161,"(3, 1) ON",0.0,ON
161,"(3, 2) ON",0.0,ON
161,"(3, 3) ON",0.0,ON
161,"(4, 1) ON",0.0,ON
161,"(4, 2) ON",0.0,ON
161,"(4, 3) ON",0.0,ON
162,"(1, 1) ON",0.0,ON
162,"(1, 2) ON",0.0,ON
162,"(1, 3) ON",0.0,ON
162,"(2, 1) ON",0.0,ON
162,"(2, 2) ON",1.0,ON
162,"(2, 3) ON",0.0,ON
162,"(3, 1) ON",0.0,ON
162,"(3, 2) ON",0.0,ON
162,"(3, 3) ON",0.0,ON
162,"(4, 1) ON",0.0,ON
162,"(4, 2) ON",0.0,ON
162,"(4, 3) ON",0.0,ON
163,"(1, 1) ON",0.0,ON
163,"(1, 2) ON",0.0,ON
163,"(1, 3) ON",0.0,ON
163,"(2, 1) ON",0.0,ON
163,"(2, 2) ON",0.0,ON
163,"(2, 3) ON",1.0,ON
163,"(3, 1) ON",0.0,ON
163,"(3, 2) ON",0.0,ON
163,"(3, 3) ON",0.0,ON
163,"(4, 1) ON",0.0,ON
163,"(4, 2) ON",0.0,ON
163,"(4, 3) ON",0.0,ON
164,"(1, 1) ON",0.0,ON
164,"(1, 2) ON",0.0,ON
164,"(1, 3) ON",0.0,ON
164,"(2, 1) ON",0.0,ON
164,"(2, 2) ON",0.0,ON
164,"(2, 3) ON",0.0,ON
164,"(3, 1) ON",0.0,ON
164,"(3, 2) ON",0.0,ON
164,"(3, 3) ON",1.0,ON
164,"(4, 1) ON",0.0,ON
164,"(4, 2) ON",0.0,ON
164,"(4, 3) ON",0.0,ON
165,"(1, 1) ON",0.0,ON
165,"(1, 2) ON",0.0,ON
165,"(1, 3) ON",0.0,ON
165,"(2, 1) ON",0.0,ON
165,"(2, 2) ON",0.0,ON
165,"(2, 3) ON",0.0,ON
165,"(3, 1) ON",0.0,ON
165,"(3, 2) ON",0.0,ON
165,"(3, 3) ON",0.0,ON
165,"(4, 1) ON",0.0,ON
165,"(4, 2) ON",0.0,ON
165,"(4, 3) ON",1.0,ON
166,"(1, 1) ON",0.0,ON
166,"(1, 2) ON",0.0,ON
166,"(1, 3) ON",0.0,ON
166,"(2, 1) ON",0.0,ON
166,"(2, 2) ON",0.0,ON
166,"(2, 3) ON",0.0,ON
166,"(3, 1) ON",0.0,ON
166,"(3, 2) ON",0.0,ON
166,"(3, 3) ON",0.0,ON
166,"(4, 1) ON",0.0,ON
166,"(4, 2) ON",0.0,ON
166,"(4, 3) ON",1.0,ON
167,"(1, 1) ON",0.0,ON
167,"(1, 2) ON",0.0,ON
167,"(1, 3) ON",0.0,ON
167,"(2, 1) ON",0.0,ON
167,"(2, 2) ON",0.0,ON
167,"(2, 3) ON",0.0,ON
167,"(3, 1) ON",0.0,ON
167,"(3, 2) ON",0.0,ON
167,"(3, 3) ON",0.0,ON
167,"(4, 1) ON",0.0,ON
167,"(4, 2) ON",1.0,ON
167,"(4, 3) ON",0.0,ON
168,"(1, 1) ON",0.0,ON
168,"(1, 2) ON",0.0,ON
168,"(1, 3) ON",0.0,ON
168,"(2, 1) ON",0.0,ON
168,"(2, 2) ON",0.0,ON
168,"(2, 3) ON",0.0,ON
168,"(3, 1) ON",0.0,ON
168,"(3, 2) ON",0.0,ON
168,"(3, 3) ON",0.0,ON
168,"(4, 1) ON",0.0,ON
168,"(4, 2) ON",1.0,ON
168,"(4, 3) ON",0.0,ON
169,"(1, 1) ON",0.0,ON
169,"(1, 2) ON",0.0,ON
169,"(1, 3) ON",0.0,ON
169,"(2, 1) ON",0.0,ON
169,"(2, 2) ON",1.0,ON
169,"(2, 3) ON",0.0,ON
169,"(3, 1) ON",0.0,ON
169,"(3, 2) ON",0.0,ON
169,"(3, 3) ON",0.0,ON
169,"(4, 1) ON",0.0,ON
169,"(4, 2) ON",0.0,ON
169,"(4, 3) ON",0.0,ON
170,"(1, 1) ON",0.0,ON
170,"(1, 2) ON",0.0,ON
170,"(1, 3) ON",0.0,ON
170,"(2, 1) ON",0.0,ON
170,"(2, 2) ON",0.0,ON
170,"(2, 3) ON",0.0,ON
170,"(3, 1) ON",0.0,ON
170,"(3, 2) ON",0.0,ON
170,"(3, 3) ON",1.0,ON
170,"(4, 1) ON",0.0,ON
170,"(4, 2) ON",0.0,ON
170,"(4, 3) ON",0.0,ON
171,"(1, 1) ON",0.0,ON
171,"(1, 2) ON",0.0,ON
171,"(1, 3) ON",0.0,ON
171,"(2, 1) ON",0.0,ON
171,"(2, 2) ON",0.0,ON
171,"(2, 3) ON",0.0,ON
171,"(3, 1) ON",0.0,ON
171,"(3, 2) ON",0.0,ON
171,"(3, 3) ON",0.0,ON
171,"(4, 1) ON",0.0,ON
171,"(4, 2) ON",1.0,ON
171,"(4, 3) ON",0.0,ON
172,"(1, 1) ON",0.0,ON
172,"(1, 2) ON",0.0,ON
172,"(1, 3) ON",0.0,ON
172,"(2, 1) ON",0.0,ON
172,"(2, 2) ON",0.0,ON
172,"(2, 3) ON",0.0,ON
172,"(3, 1) ON",0.0,ON
172,"(3, 2) ON",0.0,ON
172,"(3, 3) ON",0.0,ON
172,"(4, 1) ON",0.0,ON
172,"(4, 2) ON",1.0,ON
172,"(4, 3) ON",0.0,ON
173,"(1, 1) ON",0.0,ON
173,"(1, 2) ON",0.0,ON
173,"(1, 3) ON",0.0,ON
173,"(2, 1) ON",0.0,ON
173,"(2, 2) ON",0.0,ON
173,"(2, 3) ON",0.0,ON
173,"(3, 1) ON",0.0,ON
173,"(3, 2) ON",0.0,ON
173,"(3, 3) ON",1.0,ON
173,"(4, 1) ON",0.0,ON
173,"(4, 2) ON",0.0,ON
173,"(4, 3) ON",0.0,ON
174,"(1, 1) ON",0.0,ON
174,"(1, 2) ON",0.0,ON
174,"(1, 3) ON",0.0,ON
174,"(2, 1) ON",0.0,ON
174,"(2, 2) ON",0.0,ON
174,"(2, 3) ON",0.0,ON
174,"(3, 1) ON",0.0,ON
174,"(3, 2) ON",0.0,ON
174,"(3, 3) ON",0.0,ON
174,"(4, 1) ON",0.0,ON
174,"(4, 2) ON",1.0,ON
174,"(4, 3) ON",0.0,ON
175,"(1, 1) ON",0.0,ON
175,"(1, 2) ON",0.0,ON
175,"(1, 3) ON",0.0,ON
175,"(2, 1) ON",0.0,ON
175,"(2, 2) ON",0.0,ON
175,"(2, 3) ON",0.0,ON
175,"(3, 1) ON",0.0,ON
175,"(3, 2) ON",0.0,ON
175,"(3, 3) ON",0.0,ON
175,"(4, 1) ON",0.0,ON
175,"(4, 2) ON",0.0,ON
175,"(4, 3) ON",1.0,ON
176,"(1, 1) ON",0.0,ON
176,"(1, 2) ON",0.0,ON
176,"(1, 3) ON",0.0,ON
176,"(2, 1) ON",0.0,ON
176,"(2, 2) ON",0.0,ON
176,"(2, 3) ON",0.0,ON
176,"(3, 1) ON",0.0,ON
176,"(3, 2) ON",0.0,ON
176,"(3, 3) ON",1.0,ON
176,"(4, 1) ON",0.0,ON
176,"(4, 2) ON",0.0,ON
176,"(4, 3) ON",0.0,ON
177,"(1, 1) ON",0.0,ON
177,"(1, 2) ON",0.0,ON
177,"(1, 3) ON",0.0,ON
177,"(2, 1) ON",0.0,ON
177,"(2, 2) ON",0.0,ON
177,"(2, 3) ON",1.0,ON
177,"(3, 1) ON",0.0,ON
177,"(3, 2) ON",0.0,ON
177,"(3, 3) ON",0.0,ON
177,"(4, 1) ON",0.0,ON
177,"(4, 2) ON",0.0,ON
177,"(4, 3) ON",0.0,ON
178,"(1, 1) ON",0.0,ON
178,"(1, 2) ON",0.0,ON
178,"(1, 3) ON",0.0,ON
178,"(2, 1) ON",0.0,ON
178,"(2, 2) ON",0.0,ON
178,"(2, 3) ON",0.0,ON
178,"(3, 1) ON",0.0,ON
178,"(3, 2) ON",0.0,ON
178,"(3, 3) ON",0.0,ON
178,"(4, 1) ON",0.0,ON
178,"(4, 2) ON",1.0,ON
178,"(4, 3) ON",0.0,ON
179,"(1, 1) ON",0.0,ON
179,"(1, 2) ON",0.0,ON
179,"(1, 3) ON",0.0,ON
179,"(2, 1) ON",0.0,ON
179,"(2, 2) ON",0.0,ON
179,"(2, 3) ON",0.0,ON
179,"(3, 1) ON",0.0,ON
179,"(3, 2) ON",0.0,ON
179,"(3, 3) ON",1.0,ON
179,"(4, 1) ON",0.0,ON
179,"(4, 2) ON",0.0,ON
179,"(4, 3) ON",0.0,ON
180,"(1, 1) ON",0.0,ON
180,"(1, 2) ON",0.0,ON
180,"(1, 3) ON",0.0,ON
180,"(2, 1) ON",0.0,ON
180,"(2, 2) ON",1.0,ON
180,"(2, 3) ON",0.0,ON
180,"(3, 1) ON",0.0,ON
180,"(3, 2) ON",0.0,ON
180,"(3, 3) ON",0.0,ON
180,"(4, 1) ON",0.0,ON
180,"(4, 2) ON",0.0,ON
180,"(4, 3) ON",0.0,ON
181,"(1, 1) ON",0.0,ON
181,"(1, 2) ON",0.0,ON
181,"(1, 3) ON",0.0,ON
181,"(2, 1) ON",0.0,ON
181,"(2, 2) ON",1.0,ON
181,"(2, 3) ON",0.0,ON
181,"(3, 1) ON",0.0,ON
181,"(3, 2) ON",0.0,ON
181,"(3, 3) ON",0.0,ON
181,"(4, 1) ON",0.0,ON
181,"(4, 2) ON",0.0,ON
181,"(4, 3) ON",0.0,ON
182,"(1, 1) ON",0.0,ON
182,"(1, 2) ON",0.0,ON
182,"(1, 3) ON",0.0,ON
182,"(2, 1) ON",0.0,ON
182,"(2, 2) ON",0.0,ON
182,"(2, 3) ON",0.0,ON
182,"(3, 1) ON",0.0,ON
182,"(3, 2) ON",0.0,ON
182,"(3, 3) ON",1.0,ON
182,"(4, 1) ON",0.0,ON
182,"(4, 2) ON",0.0,ON
182,"(4, 3) ON",0.0,ON
183,"(1, 1) ON",0.0,ON
183,"(1, 2) ON",0.0,ON
183,"(1, 3) ON",0.0,ON
183,"(2, 1) ON",0.0,ON
183,"(2, 2) ON",0.0,ON
