fac_id,fac_count,fac_type,fac_build,fac_x,fac_y
"(1, 1)",1,1,0.0,-81.548127,42.1943169
"(1, 2)",1,2,1.0,-84.492,46.612000000000016
"(1, 3)",1,3,0.0,-79.491358,43.384
"(2, 1)",2,1,0.0,-82.14401,42.1943169
"(2, 2)",2,2,1.0,-81.636,44.1771975
"(2, 3)",2,3,1.0,-81.747883,43.1176554
"(3, 1)",3,1,0.0,-81.4107933,43.1176554
"(3, 2)",3,2,0.0,-84.52721486,42.0125
"(3, 3)",3,3,1.0,-79.951,42.866
"(4, 1)",4,1,0.0,-82.265016,43.384
"(4, 2)",4,2,1.0,-80.308,44.1516419
"(4, 3)",4,3,1.0,-82.3893,42.2478004
